company_name,job_title,job_category,location,relevance_score,source_platform,source_url,posted_date,matched_keywords
BP,CISO,SaaS Compliance,Remote,0.85,Lever,https://jobs.lever.co/bp,2025-12-02,"generative ai compliance, saas governance"
Tanium,Compliance Engineer,SSPM,"Denver, CO",0.85,Lever,https://jobs.lever.co/tanium,2025-11-26,"sspm, ai agent risk, ai security, security posture management"
Slack,SaaS Security Engineer,SSPM,"Boston, MA",0.85,Lever,https://jobs.lever.co/slack,2025-11-28,"cloud application security, saas risk, saas audit"
Dropbox,Security Posture Analyst,SaaS Security,"San Francisco, CA",0.85,Lever,https://jobs.lever.co/dropbox,2025-11-26,"saas security, cloud compliance"
Intel,Security Compliance Manager,SSPM,"New York, NY",0.85,Lever,https://jobs.lever.co/intel,2025-12-02,"llm security, shadow it, ai agent risk, saas security, security posture management"
SUSE,Cloud Security Architect,SSPM,"Austin, TX",0.85,Lever,https://jobs.lever.co/suse,2025-11-27,"saas audit, saas risk"
Trend Micro,SSPM Product Manager,AI Compliance,Hybrid - Bay Area,0.7,Lever,https://jobs.lever.co/trend-micro,2025-12-01,"ai compliance, ai governance"
ForeScout,Security Manager,SaaS Security,Hybrid - Bay Area,0.85,Lever,https://jobs.lever.co/forescout,2025-11-25,"ai agent security, saas risk"
Nozomi Networks,SSPM Engineer,SaaS Security,"Seattle, WA",0.8,Lever,https://jobs.lever.co/nozomi-networks,2025-11-26,"ai agent security, saas risk"
SentinelOne,Lead Security Engineer,SSPM,"New York, NY",0.85,Lever,https://jobs.lever.co/sentinelone,2025-11-29,"cloud compliance, cloud app security"
Segment,GRC Analyst,SSPM,Hybrid - Bay Area,0.85,Lever,https://jobs.lever.co/segment,2025-11-29,"security posture management, ai agent security, saas risk"
Zendesk,Cloud Security Analyst,SSPM,"Denver, CO",0.85,Lever,https://jobs.lever.co/zendesk,2025-11-29,"saas audit, cloud application security, cloud governance, llm security"
Radware,Cloud Posture Engineer,SaaS Compliance,"Denver, CO",0.85,Lever,https://jobs.lever.co/radware,2025-11-30,"cloud compliance, saas compliance"
eBay,Security Compliance Manager,SaaS Security,Remote (US),0.85,Lever,https://jobs.lever.co/ebay,2025-11-29,"llm compliance, cloud app security, ai compliance, saas security posture"
Capital One,Senior Security Engineer,AI Agent Security,"Toronto, Canada",0.7,Lever,https://jobs.lever.co/capital-one,2025-11-30,"ai policy, ai security, ai agent risk"
Zoom Video,Risk Manager,SaaS Compliance,Hybrid - Bay Area,0.8,Lever,https://jobs.lever.co/zoom-video,2025-11-30,"cloud compliance, ai policy"
Cybereason,Cloud Security Architect,SaaS Security,"London, UK",0.85,Lever,https://jobs.lever.co/cybereason,2025-11-26,"ai agent risk, sanctioned it, llm security, saas governance"
Accenture,CISO,SaaS Security,Remote (US),0.85,Lever,https://jobs.lever.co/accenture,2025-12-01,"saas risk, ai agent security, cloud compliance"
Commvault,Security Auditor,SSPM,"New York, NY",0.85,Lever,https://jobs.lever.co/commvault,2025-11-26,"llm compliance, shadow it, cloud app security"
Stripe,Compliance Engineer,SaaS Security,"Toronto, Canada",0.8,Lever,https://jobs.lever.co/stripe,2025-11-30,"llm security, cloud governance"
Chorus.ai,Application Security Engineer,SaaS Security,"Toronto, Canada",0.85,Lever,https://jobs.lever.co/chorusai,2025-11-26,"autonomous agent security, cloud compliance, saas risk, llm compliance"
Netskope,Application Security Engineer,SaaS Compliance,"New York, NY",0.9,Lever,https://jobs.lever.co/netskope,2025-11-28,"generative ai compliance, genai security, saas compliance, saas governance, ai agent risk"
Genesys,Director of Security,SaaS Security,Remote,0.9,Lever,https://jobs.lever.co/genesys,2025-11-29,"llm security, llm compliance, ai security, autonomous agent security, cloud application security"
Snowflake,VP of Security,SSPM,"London, UK",0.9,Lever,https://jobs.lever.co/snowflake,2025-11-30,"sspm, ai compliance, autonomous agent security, generative ai compliance, sanctioned it"
Netskope,SaaS Security Architect,SSPM,"Seattle, WA",0.85,Lever,https://jobs.lever.co/netskope,2025-12-02,"saas posture management, llm security, ai policy"
Twilio,VP of Security,SaaS Security,Remote,0.9,Lever,https://jobs.lever.co/twilio,2025-11-29,"saas security posture, saas audit, ai policy, ai agent security, llm compliance"
Sprint,Security Posture Analyst,SSPM,"Boston, MA",0.85,Lever,https://jobs.lever.co/sprint,2025-12-02,"saas security posture, saas risk, sanctioned it, saas governance, ai agent security"
Canonical,SSPM Product Manager,SSPM,"Seattle, WA",0.85,Lever,https://jobs.lever.co/canonical,2025-11-26,"ai security, saas security posture, llm security, saas posture management, saas audit"
Capital One,Senior Security Engineer,AI Compliance,"New York, NY",0.9,Lever,https://jobs.lever.co/capital-one,2025-11-26,"ai governance, saas audit, ai agent risk, generative ai compliance"
Walmart,Director of Security,AI Agent Security,"Boston, MA",0.7,Lever,https://jobs.lever.co/walmart,2025-11-28,"ai security, llm security"
Segment,Security Software Engineer,SSPM,"Boston, MA",0.85,Lever,https://jobs.lever.co/segment,2025-11-27,"saas posture management, sanctioned it"
Tanium,Incident Response Engineer,SaaS Compliance,"Austin, TX",0.7,Lever,https://jobs.lever.co/tanium,2025-12-02,"generative ai compliance, cloud governance"
Humana,LLM Security Specialist,SaaS Security,"San Francisco, CA",0.85,Lever,https://jobs.lever.co/humana,2025-11-30,"ai compliance, llm security, cloud application security, saas risk"
Best Buy,SSPM Engineer,AI Compliance,Remote (US),0.7,Lever,https://jobs.lever.co/best-buy,2025-11-25,"llm security, ai security, ai governance, generative ai compliance, ai policy"
Amazon,Security Team Lead,SSPM,"New York, NY",0.85,Lever,https://jobs.lever.co/amazon,2025-12-01,"llm compliance, saas security posture, sanctioned it, saas security"
Twilio,Risk Manager,SaaS Security,"Toronto, Canada",0.85,Lever,https://jobs.lever.co/twilio,2025-11-29,"llm security, saas governance, saas compliance, ai security"
HubSpot,Security Posture Analyst,SSPM,"Austin, TX",0.85,Lever,https://jobs.lever.co/hubspot,2025-11-26,"saas posture management, generative ai compliance, ai agent risk"
Goldman Sachs,Security Analyst,SaaS Security,"Toronto, Canada",0.8,Lever,https://jobs.lever.co/goldman-sachs,2025-11-29,"ai security, cloud compliance"
Arctic Wolf,Senior Security Engineer,SaaS Security,"Denver, CO",0.9,Lever,https://jobs.lever.co/arctic-wolf,2025-11-26,"ai agent security, saas compliance, generative ai compliance, llm security, cloud app security"
AT&T,Security Engineer,SSPM,"Seattle, WA",0.85,Lever,https://jobs.lever.co/at&t,2025-12-01,"shadow it, ai governance, saas audit"
Intercom,Security Operations Engineer,SaaS Compliance,Remote,0.85,Lever,https://jobs.lever.co/intercom,2025-11-27,"ai compliance, saas risk, saas audit, saas compliance"
Nozomi Networks,Security Auditor,SaaS Security,"London, UK",0.85,Lever,https://jobs.lever.co/nozomi-networks,2025-11-27,"saas governance, saas risk, ai security, saas security, ai agent security"
Automation Anywhere,Incident Response Engineer,SSPM,"San Francisco, CA",0.85,Lever,https://jobs.lever.co/automation-anywhere,2025-11-26,"sspm, saas security posture, llm compliance"
Cloudinary,AI Security Engineer,SaaS Security,Remote (US),0.9,Lever,https://jobs.lever.co/cloudinary,2025-11-26,"cloud application security, saas compliance, saas security posture"
Citi,Staff Security Engineer,SSPM,"Denver, CO",0.85,Lever,https://jobs.lever.co/citi,2025-11-26,"saas risk, saas compliance, sspm, security posture management, llm security"
DocuSign,Threat Detection Engineer,SSPM,Hybrid - Bay Area,0.85,Lever,https://jobs.lever.co/docusign,2025-11-25,"saas posture management, genai security, generative ai compliance, ai policy"
BCG,Cloud Security Engineer,SaaS Security,"Boston, MA",0.9,Lever,https://jobs.lever.co/bcg,2025-11-25,"cloud compliance, saas security, saas audit, saas risk, cloud application security"
Red Hat,Lead Security Engineer,SaaS Compliance,"Toronto, Canada",0.9,Lever,https://jobs.lever.co/red-hat,2025-11-30,"llm compliance, ai agent risk, saas compliance, autonomous agent security"
Chevron,Application Security Engineer,SaaS Security,"New York, NY",0.85,Lever,https://jobs.lever.co/chevron,2025-12-02,"autonomous agent security, ai security, saas security, llm security, shadow it"
SUSE,Compliance Engineer,SaaS Compliance,Remote,0.85,Lever,https://jobs.lever.co/suse,2025-11-25,"generative ai compliance, saas risk"
Datadog,VP of Security,SSPM,Hybrid - Bay Area,0.85,Lever,https://jobs.lever.co/datadog,2025-11-26,"sanctioned it, saas audit, shadow it"
Trend Micro,Security Software Engineer,SSPM,"Toronto, Canada",0.85,Lever,https://jobs.lever.co/trend-micro,2025-11-30,"sanctioned it, saas security"
Wells Fargo,Risk Manager,SSPM,"New York, NY",0.85,Lever,https://jobs.lever.co/wells-fargo,2025-11-28,"saas posture management, security posture management, sanctioned it, ai policy, ai agent risk"
SentinelOne,Cloud Posture Engineer,SaaS Security,"New York, NY",0.9,Lever,https://jobs.lever.co/sentinelone,2025-11-26,"saas compliance, ai agent risk, ai governance, genai security, sspm"
T-Mobile,Director of Security,SSPM,"London, UK",0.85,Lever,https://jobs.lever.co/t-mobile,2025-11-27,"cloud governance, cloud application security, saas security posture, ai agent security, ai security"
Prisma Cloud,Senior Security Engineer,SSPM,Remote,0.85,Wellfound,https://wellfound.com/role/r/senior-security-engineer,2025-12-02,"sspm, ai agent risk, shadow it, saas security, ai governance"
PayPal,Cloud Security Engineer,SSPM,"Austin, TX",0.85,Wellfound,https://wellfound.com/role/r/cloud-security-engineer,2025-11-26,"generative ai compliance, sanctioned it, ai agent risk, security posture management"
Tanium,Security Software Engineer,AI Compliance,"Toronto, Canada",0.7,Wellfound,https://wellfound.com/role/r/security-software-engineer,2025-11-26,"ai governance, ai policy, llm compliance, sanctioned it"
Citi,Cloud Security Architect,SSPM,"Denver, CO",0.85,Wellfound,https://wellfound.com/role/r/cloud-security-architect,2025-11-27,"cloud governance, security posture management"
UiPath,VP of Security,SSPM,"San Francisco, CA",0.85,Wellfound,https://wellfound.com/role/r/vp-of-security,2025-11-27,"saas posture management, saas audit"
Kubernetes,Security Analyst,SSPM,"London, UK",0.85,Wellfound,https://wellfound.com/role/r/security-analyst,2025-12-01,"cloud application security, sspm, saas security, llm compliance"
IBM,SSPM Product Manager,SSPM,Hybrid - Bay Area,0.85,Wellfound,https://wellfound.com/role/r/sspm-product-manager,2025-12-01,"ai agent risk, cloud app security, saas posture management, saas risk, shadow it"
RingCentral,Security Engineer,SaaS Security,"Toronto, Canada",0.7,Wellfound,https://wellfound.com/role/r/security-engineer,2025-12-02,"ai governance, cloud governance"
Snowflake,Cloud Security Architect,SaaS Compliance,"Seattle, WA",0.85,Wellfound,https://wellfound.com/role/r/cloud-security-architect,2025-11-28,"saas risk, generative ai compliance"
A10 Networks,SSPM Engineer,SSPM,"Seattle, WA",0.85,Wellfound,https://wellfound.com/role/r/sspm-engineer,2025-11-27,"ai policy, sspm, sanctioned it, saas risk, saas governance"
CloudKnox,Lead Security Engineer,SSPM,"San Francisco, CA",0.85,Wellfound,https://wellfound.com/role/r/lead-security-engineer,2025-11-25,"cloud governance, ai governance, security posture management, cloud application security"
Palo Alto Networks,Security Auditor,SSPM,"New York, NY",0.85,Wellfound,https://wellfound.com/role/r/security-auditor,2025-12-02,"ai security, cloud compliance, security posture management, saas security"
Zoom Video,Security Auditor,SSPM,"San Francisco, CA",0.85,Wellfound,https://wellfound.com/role/r/security-auditor,2025-12-01,"security posture management, saas governance"
ServiceNow,LLM Security Specialist,SSPM,"San Francisco, CA",0.85,Wellfound,https://wellfound.com/role/r/llm-security-specialist,2025-12-01,"saas posture management, cloud compliance, generative ai compliance, cloud governance"
ConocoPhillips,Incident Response Engineer,SaaS Security,"New York, NY",0.8,Wellfound,https://wellfound.com/role/r/incident-response-engineer,2025-11-26,"ai agent risk, cloud application security"
American Express,Principal Security Engineer,SSPM,"Austin, TX",0.85,Wellfound,https://wellfound.com/role/r/principal-security-engineer,2025-11-26,"sspm, saas security posture, saas governance, llm compliance, autonomous agent security"
Nozomi Networks,SaaS Security Architect,SaaS Compliance,"San Francisco, CA",0.85,Wellfound,https://wellfound.com/role/r/saas-security-architect,2025-12-02,"saas compliance, saas security"
Google,Principal Security Engineer,SSPM,Hybrid - Bay Area,0.85,Wellfound,https://wellfound.com/role/r/principal-security-engineer,2025-11-30,"security posture management, saas compliance"
New Relic,CISO,SSPM,"Austin, TX",0.85,Wellfound,https://wellfound.com/role/r/ciso,2025-11-27,"sspm, saas posture management, shadow it"
Qualys,GRC Analyst,SaaS Security,"London, UK",0.85,Wellfound,https://wellfound.com/role/r/grc-analyst,2025-12-01,"saas security, ai policy, ai security"
PwC,Incident Response Engineer,SaaS Security,"San Francisco, CA",0.85,Wellfound,https://wellfound.com/role/r/incident-response-engineer,2025-11-25,"cloud app security, shadow it, ai security, ai agent risk, generative ai compliance"
Boeing,AI Security Engineer,SSPM,"San Francisco, CA",0.85,Wellfound,https://wellfound.com/role/r/ai-security-engineer,2025-11-29,"generative ai compliance, ai policy, saas posture management, saas security"
8x8,Compliance Engineer,SSPM,"Austin, TX",0.85,Wellfound,https://wellfound.com/role/r/compliance-engineer,2025-12-02,"ai security, generative ai compliance, security posture management"
Databricks,GRC Analyst,SaaS Security,"London, UK",0.85,Wellfound,https://wellfound.com/role/r/grc-analyst,2025-12-01,"saas risk, ai policy, cloud application security, cloud compliance, ai governance"
Home Depot,Security Compliance Manager,AI Agent Security,"Austin, TX",0.7,Wellfound,https://wellfound.com/role/r/security-compliance-manager,2025-11-28,"sanctioned it, autonomous agent security, ai governance, ai policy"
Charter,Security Manager,SaaS Security,"Seattle, WA",0.85,Wellfound,https://wellfound.com/role/r/security-manager,2025-11-25,"autonomous agent security, saas audit"
Armis,AI Agent Security Engineer,SSPM,"Toronto, Canada",0.85,Wellfound,https://wellfound.com/role/r/ai-agent-security-engineer,2025-11-29,"cloud compliance, llm compliance, sspm, llm security, ai governance"
SentinelOne,Staff Security Engineer,SaaS Compliance,"New York, NY",0.85,Wellfound,https://wellfound.com/role/r/staff-security-engineer,2025-11-25,"ai compliance, saas risk"
Splunk,Compliance Engineer,SSPM,"Austin, TX",0.85,Wellfound,https://wellfound.com/role/r/compliance-engineer,2025-11-26,"generative ai compliance, saas security posture, ai compliance, sanctioned it, sspm"
Blue Prism,Security Analyst,SaaS Security,Remote (US),0.85,Wellfound,https://wellfound.com/role/r/security-analyst,2025-11-27,"llm security, cloud application security, saas audit, autonomous agent security, ai policy"
BeyondTrust,Security Auditor,SaaS Compliance,"Seattle, WA",0.85,Wellfound,https://wellfound.com/role/r/security-auditor,2025-11-30,"generative ai compliance, cloud compliance, shadow it, saas governance"
MongoDB,Security Team Lead,AI Agent Security,Hybrid - Bay Area,0.9,Wellfound,https://wellfound.com/role/r/security-team-lead,2025-12-02,"sspm, ai agent security, llm security, ai agent risk, ai governance"
Accenture,AI Security Engineer,SaaS Security,"New York, NY",0.85,Wellfound,https://wellfound.com/role/r/ai-security-engineer,2025-11-28,"cloud application security, genai security, autonomous agent security, cloud compliance, saas audit"
